"","country","project","course","id","year","month","date","gradient","site","treatment","plot_id","functional_group","family","taxon","genus","species","individual_nr","trait","value","flag","burn_year","latitude","longitude","elevation"
"888","PE",TRUE,"PFTC5","CXW5856",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"wet_mass_g",0.07,NA,NA,-13.119746,-71.620771,3714.3
"889","PE",TRUE,"PFTC5","CRP0313",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"plant_height_cm",21.3,NA,NA,-13.119733,-71.62081,3714.8
"890","PE",TRUE,"PFTC5","CRP0313",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"leaf_thickness_mm",0.510666666666667,NA,NA,-13.119733,-71.62081,3714.8
"891","PE",TRUE,"PFTC5","BNI4584",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"dry_mass_g",0.018,NA,NA,-13.119707,-71.62093,3714.6
"892","PE",TRUE,"PFTC5","CYR4474",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"wet_mass_g",0.0142,NA,NA,-13.119707,-71.62093,3714.6
"893","PE",TRUE,"PFTC5","BNT3287",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"dry_mass_g",0.0061,NA,NA,-13.119733,-71.62081,3714.8
"894","PE",TRUE,"PFTC5","BOB7266",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"wet_mass_g",0.018,NA,NA,-13.119733,-71.62081,3714.8
"895","PE",TRUE,"PFTC5","CYN6353",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"leaf_area_cm2",0.2186,NA,NA,-13.119707,-71.62093,3714.6
"896","PE",TRUE,"PFTC5","CZI4416",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"leaf_area_cm2",3.094,NA,NA,-13.119707,-71.62093,3714.6
"897","PE",TRUE,"PFTC5","AFV6468",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"wet_mass_g",0.064,NA,NA,-13.119733,-71.62081,3714.8
"898","PE",TRUE,"PFTC5","CYJ2291",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"dry_mass_g",0.00406,NA,NA,-13.119707,-71.62093,3714.6
"899","PE",TRUE,"PFTC5","CXX4125",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",NA,"wet_mass_g",2.802,"outlier",NA,-13.119746,-71.620771,3714.3
"900","PE",TRUE,"PFTC5","BMU4639",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"plant_height_cm",3.5,NA,NA,-13.119733,-71.62081,3714.8
"901","PE",TRUE,"PFTC5","BMU4639",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_thickness_mm",0.262333333333333,NA,NA,-13.119733,-71.62081,3714.8
"902","PE",TRUE,"PFTC5","BPZ6022",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"sla_cm2_g",222.857142857143,NA,NA,-13.119713,-71.620874,3714.7
"903","PE",TRUE,"PFTC5","BNX0682",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",4,"leaf_area_cm2",0.881,NA,NA,-13.119733,-71.62081,3714.8
"904","PE",TRUE,"PFTC5","CZN4729",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"plant_height_cm",4.6,NA,NA,-13.119707,-71.62093,3714.6
"905","PE",TRUE,"PFTC5","CZN4729",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_thickness_mm",0.274666666666667,NA,NA,-13.119707,-71.62093,3714.6
"906","PE",TRUE,"PFTC5","CZJ5895",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_area_cm2",4.004,NA,NA,-13.119707,-71.62093,3714.6
"907","PE",TRUE,"PFTC5","CZE7072",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"dry_mass_g",0.0491,NA,NA,-13.119707,-71.62093,3714.6
"908","PE",TRUE,"PFTC5","CZF0686",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"wet_mass_g",0.181,NA,NA,-13.119707,-71.62093,3714.6
"909","PE",TRUE,"PFTC5","CZA2309",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"plant_height_cm",4.6,NA,NA,-13.119707,-71.62093,3714.6
"910","PE",TRUE,"PFTC5","CZA2309",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_thickness_mm",0.243333333333333,NA,NA,-13.119707,-71.62093,3714.6
"911","PE",TRUE,"PFTC5","AFY5122",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"dry_mass_g",0.00984,NA,NA,-13.119746,-71.620771,3714.3
"912","PE",TRUE,"PFTC5","AFU4318",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"wet_mass_g",0.0266,NA,NA,-13.119746,-71.620771,3714.3
"913","PE",TRUE,"PFTC5","BLQ1414",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_area_cm2",3.505,NA,NA,-13.119695,-71.620927,3714.7
"914","PE",TRUE,"PFTC5","CYZ6287",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"leaf_area_cm2",3.228,NA,NA,-13.119746,-71.620771,3714.3
"915","PE",TRUE,"PFTC5","AHH9987",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"wet_mass_g",0.059,NA,NA,-13.119746,-71.620771,3714.3
"916","PE",TRUE,"PFTC5","AFS6587",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"plant_height_cm",1.3,NA,NA,-13.119746,-71.620771,3714.3
"917","PE",TRUE,"PFTC5","AFS6587",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_thickness_mm",0.185666666666667,NA,NA,-13.119746,-71.620771,3714.3
"918","PE",TRUE,"PFTC5","AGR0051",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,"dry_mass_g",0.1607,NA,NA,-13.119695,-71.620927,3714.7
"919","PE",TRUE,"PFTC5","CYT0222",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"plant_height_cm",3.4,NA,NA,-13.119707,-71.62093,3714.6
"920","PE",TRUE,"PFTC5","CYT0222",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"leaf_thickness_mm",0.229333333333333,NA,NA,-13.119707,-71.62093,3714.6
"921","PE",TRUE,"PFTC5","BOJ2251",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"wet_mass_g",0.034,NA,NA,-13.119733,-71.62081,3714.8
"922","PE",TRUE,"PFTC5","BLC7580",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"sla_cm2_g",123.529411764706,NA,NA,-13.119733,-71.62081,3714.8
"923","PE",TRUE,"PFTC5","AFQ4784",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"plant_height_cm",28.5,NA,NA,-13.119746,-71.620771,3714.3
"924","PE",TRUE,"PFTC5","BOF6005",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",5,"plant_height_cm",2,NA,NA,-13.119733,-71.62081,3714.8
"925","PE",TRUE,"PFTC5","BOF6005",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",5,"leaf_thickness_mm",0.101,NA,NA,-13.119733,-71.62081,3714.8
"926","PE",TRUE,"PFTC5","AGQ6196",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"dry_mass_g",0.0149,NA,NA,-13.119707,-71.62093,3714.6
"927","PE",TRUE,"PFTC5","AGM1060",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"wet_mass_g",0.059,NA,NA,-13.119707,-71.62093,3714.6
"928","PE",TRUE,"PFTC5","AGI7187",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"plant_height_cm",19,NA,NA,-13.119707,-71.62093,3714.6
"929","PE",TRUE,"PFTC5","AGI7187",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"leaf_thickness_mm",0.115,NA,NA,-13.119707,-71.62093,3714.6
"930","PE",TRUE,"PFTC5","AFR0503",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,"leaf_area_cm2",6.63,NA,NA,-13.119746,-71.620771,3714.3
"931","PE",TRUE,"PFTC5","AGG8353",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"wet_mass_g",0.0262,NA,NA,-13.119746,-71.620771,3714.3
"932","PE",TRUE,"PFTC5","BPR5529",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",2,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",1,"dry_mass_g",0.0939,NA,NA,-13.119733,-71.62081,3714.8
"933","PE",TRUE,"PFTC5","AGC5581",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"sla_cm2_g",57.0110701107011,NA,NA,-13.119746,-71.620771,3714.3
"934","PE",TRUE,"PFTC5","BMO5598",2020,"March","2020-03-15T00:00:00Z",1,"TRE","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,"leaf_area_cm2",3.407,NA,NA,-13.119713,-71.620874,3714.7
"935","PE",TRUE,"PFTC5","AVC5700",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"dry_mass_g",0.0531,NA,NA,-13.1761,-71.628834,3487.7
"936","PE",TRUE,"PFTC5","AEQ0208",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"wet_mass_g",0.061,NA,NA,-13.176252,-71.628819,3492.4
"937","PE",TRUE,"PFTC5","ADS8840",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"plant_height_cm",3,NA,NA,-13.1761,-71.628834,3487.7
"938","PE",TRUE,"PFTC5","ADS8840",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"leaf_thickness_mm",0.226,NA,NA,-13.1761,-71.628834,3487.7
"939","PE",TRUE,"PFTC5","AFD4050",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"ldmc",0.0317307692307692,NA,NA,-13.176195,-71.628844,3490
"940","PE",TRUE,"PFTC5","AAA0656",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"sla_cm2_g",238.625592417062,NA,NA,-13.176195,-71.628844,3490
"941","PE",TRUE,"PFTC5","ADL2925",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"wet_mass_g",0.117,NA,NA,-13.176195,-71.628844,3490
"942","PE",TRUE,"PFTC5","AST6955",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"dry_mass_g",0.0166,NA,NA,-13.176252,-71.628819,3492.4
"943","PE",TRUE,"PFTC5","ACS7639",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"wet_mass_g",0.077,NA,NA,-13.176252,-71.628819,3492.4
"944","PE",TRUE,"PFTC5","ACC7360",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"plant_height_cm",8.8,NA,NA,-13.176134,-71.628834,3489
"945","PE",TRUE,"PFTC5","ACC7360",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"leaf_thickness_mm",0.283333333333333,NA,NA,-13.176134,-71.628834,3489
"946","PE",TRUE,"PFTC5","ACR1445",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"dry_mass_g",0.0187,NA,NA,-13.176252,-71.628819,3492.4
"947","PE",TRUE,"PFTC5","ACK2064",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"sla_cm2_g",129.06976744186,NA,NA,-13.176252,-71.628819,3492.4
"948","PE",TRUE,"PFTC5","AUW5810",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"plant_height_cm",20,NA,NA,-13.176252,-71.628819,3492.4
"949","PE",TRUE,"PFTC5","AUW5810",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"leaf_thickness_mm",0.135,NA,NA,-13.176252,-71.628819,3492.4
"950","PE",TRUE,"PFTC5","ATE4287",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"dry_mass_g",0.0139,NA,NA,-13.176252,-71.628819,3492.4
"951","PE",TRUE,"PFTC5","ABM7299",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,"wet_mass_g",0.07,NA,NA,-13.176252,-71.628819,3492.4
"952","PE",TRUE,"PFTC5","ATR1676",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"leaf_area_cm2",4.197,NA,NA,-13.176195,-71.628844,3490
"953","PE",TRUE,"PFTC5","ATZ3172",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"dry_mass_g",0.0265,NA,NA,-13.176195,-71.628844,3490
"954","PE",TRUE,"PFTC5","ADQ6888",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"wet_mass_g",0.093,NA,NA,-13.176195,-71.628844,3490
"955","PE",TRUE,"PFTC5","ASR6625",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"ldmc",0.25,NA,NA,-13.1761,-71.628834,3487.7
"956","PE",TRUE,"PFTC5","AUL0806",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"wet_mass_g",0.073,NA,NA,-13.176034,-71.628828,3487.4
"957","PE",TRUE,"PFTC5","AUD7270",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"leaf_area_cm2",7.776,NA,NA,-13.176195,-71.628844,3490
"958","PE",TRUE,"PFTC5","AAX4219",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"dry_mass_g",0.0228,NA,NA,-13.176134,-71.628834,3489
"959","PE",TRUE,"PFTC5","ADM3986",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,"ldmc",0.265,NA,NA,-13.176195,-71.628844,3490
"960","PE",TRUE,"PFTC5","ACX1351",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"sla_cm2_g",70.819397993311,NA,NA,-13.176195,-71.628844,3490
"961","PE",TRUE,"PFTC5","AVB4528",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"leaf_area_cm2",3.334,NA,NA,-13.176134,-71.628834,3489
"962","PE",TRUE,"PFTC5","AVJ3855",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"dry_mass_g",0.0416,NA,NA,-13.176134,-71.628834,3489
"963","PE",TRUE,"PFTC5","AVE4471",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"wet_mass_g",0.143,NA,NA,-13.176134,-71.628834,3489
"964","PE",TRUE,"PFTC5","AVG6257",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"plant_height_cm",6,NA,NA,-13.176134,-71.628834,3489
"965","PE",TRUE,"PFTC5","AVG6257",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,"leaf_thickness_mm",0.226333333333333,NA,NA,-13.176134,-71.628834,3489
"966","PE",TRUE,"PFTC5","ACF7763",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,"ldmc",0.26,NA,NA,-13.176134,-71.628834,3489
"967","PE",TRUE,"PFTC5","BHD6397",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"dry_mass_g",0.00828,NA,NA,-13.176134,-71.628834,3489
"968","PE",TRUE,"PFTC5","BGV5645",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,"wet_mass_g",0.1558,NA,NA,-13.176134,-71.628834,3489
"969","PE",TRUE,"PFTC5","AZH7991",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"plant_height_cm",35,NA,NA,-13.176134,-71.628834,3489
"970","PE",TRUE,"PFTC5","AZH7991",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"leaf_thickness_mm",0.471666666666667,NA,NA,-13.176134,-71.628834,3489
"971","PE",TRUE,"PFTC5","BJV0427",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,"ldmc",0.466101694915254,NA,NA,-13.176252,-71.628819,3492.4
"972","PE",TRUE,"PFTC5","AZX9133",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,"wet_mass_g",0.0154,NA,NA,-13.176034,-71.628828,3487.4
"973","PE",TRUE,"PFTC5","BEN2415",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",2,"dry_mass_g",0.2625,NA,NA,-13.176252,-71.628819,3492.4
"974","PE",TRUE,"PFTC5","BFB3216",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,"wet_mass_g",0.694,NA,NA,-13.176252,-71.628819,3492.4
"975","PE",TRUE,"PFTC5","BEV7128",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,"plant_height_cm",48,NA,NA,-13.176252,-71.628819,3492.4
"976","PE",TRUE,"PFTC5","BEV7128",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,"leaf_thickness_mm",0.250666666666667,NA,NA,-13.176252,-71.628819,3492.4
"977","PE",TRUE,"PFTC5","BEQ4363",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,"ldmc",0.435309973045822,NA,NA,-13.176195,-71.628844,3490
"978","PE",TRUE,"PFTC5","BEY0184",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,"sla_cm2_g",104.497890295359,NA,NA,-13.176195,-71.628844,3490
"979","PE",TRUE,"PFTC5","BEU6992",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,"wet_mass_g",0.419,NA,NA,-13.176195,-71.628844,3490
"980","PE",TRUE,"PFTC5","BEM5407",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,"plant_height_cm",44,NA,NA,-13.176195,-71.628844,3490
"981","PE",TRUE,"PFTC5","BEM5407",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,"leaf_thickness_mm",0.248333333333333,NA,NA,-13.176195,-71.628844,3490
"982","PE",TRUE,"PFTC5","BIH0217",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",3,"sla_cm2_g",96.5779467680608,NA,NA,-13.1761,-71.628834,3487.7
"983","PE",TRUE,"PFTC5","ABV7405",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"plant_height_cm",18,NA,NA,-13.176034,-71.628828,3487.4
"984","PE",TRUE,"PFTC5","ABV7405",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"leaf_thickness_mm",0.11,NA,NA,-13.176034,-71.628828,3487.4
"985","PE",TRUE,"PFTC5","ASQ7083",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"ldmc",0.251851851851852,NA,NA,-13.1761,-71.628834,3487.7
"986","PE",TRUE,"PFTC5","ASP0769",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,"sla_cm2_g",258.009478672986,NA,NA,-13.1761,-71.628834,3487.7
"987","PE",TRUE,"PFTC5","AEW0937",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"leaf_area_cm2",5.83,NA,NA,-13.176134,-71.628834,3489
"988","PE",TRUE,"PFTC5","AEX8835",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"dry_mass_g",0.0221,NA,NA,-13.176252,-71.628819,3492.4
"989","PE",TRUE,"PFTC5","ADN2106",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,"wet_mass_g",0.049,NA,NA,-13.176252,-71.628819,3492.4
"990","PE",TRUE,"PFTC5","ACU2880",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"plant_height_cm",8,NA,NA,-13.1761,-71.628834,3487.7
"991","PE",TRUE,"PFTC5","ACU2880",2020,"March","2020-03-12T00:00:00Z",1,"ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,"leaf_thickness_mm",0.1275,NA,NA,-13.1761,-71.628834,3487.7
